,Boat Type,Length,Width,Views,Price_USD,Country,City,t3,Age
6108,Fishing Boat,7.5,2.6,163,145576.837,Switzerland , Villarepos,new,4
6112,Bowrider,7.89,2.55,75,131042.5,Germany , Bayern ,new,4
6113,Sport Boat,7.85,2.49,101,131042.5,Spain ," Ma³-Mah³n, Espagne",new,5
6118,Pilothouse,10.5,3.35,79,130483.5,Germany , Bnningstedt,new,4
6133,Sport Boat,9.0,2.97,35,129000.0,France ," PORNICHET, PORNICHET",new,5
6143,Deck Boat,8.6,2.98,44,129000.0,France ," Brest, France",new,5
6153,Pilothouse,8.26,2.98,84,128892.5,Germany , Schleswig-Holstein ,new,4
6156,Pilothouse,9.1,2.98,64,128677.5,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",new,5
6157,Pilothouse,8.81,2.96,91,128570.0,Spain ," Zumaya, Espagne",new,4
6158,House Boat,14.4,4.35,62,128570.0,Lithuania , onbekend,new,4
6183,Pilothouse,7.48,2.56,277,127925.0,Germany , Traben-Trabach,new,4
6193,Wakeboard/Wakesurf,7.73,2.55,66,127387.5,Germany , Rheinland-Pfalz ,new,4
6194,Motor Yacht,9.9,3.0,235,127304.72499999999,Germany , Potsdam-Deetz,new,4
6195,Sport Boat,9.0,2.0,73,127303.65,Portugal , Parchal,new,4
6198,Sport Boat,8.1,2.56,25,127280.0,Germany , Berlin ,new,4
6207,Pilothouse,8.8,2.99,38,126613.5,France ," FRANCE, France",new,4
6210,Sport Boat,7.0,2.5,785,138364.1,Switzerland , Uznach ,new,5
6214,Cabin Boat,7.4,2.5,138,124029.2,Germany , Bayern ,new,4
6215,Sport Boat,7.4,2.6,168,136952.984,Switzerland , Lake of Zurich ,new,3
6249,Motor Yacht,7.85,2.49,328,123311.09999999999,Italy , onbekend,new,5
6253,Motor Yacht,8.15,2.55,111,122496.25,Germany , Nordrhein-Westfalen ,new,4
6257,Center console boat,9.6,2.48,81,122442.5,France ," Andernos, France",new,4
6261,Pilothouse,8.0,2.0,63,120548.99999999999,Denmark , Svendborg,new,5
6264,Sport Boat,7.9,2.59,77,121475.0,Germany , Berlin ,new,4
6269,Pilothouse,8.9,2.99,284,120754.75,Switzerland , Lake Constance ,new,4
6270,Sport Boat,8.08,3.12,429,120744.0,Switzerland , Gottlieben ,new,4
6271,Sport Boat,7.42,2.5,239,133142.751,Switzerland , Lake Constance ,new,4
6275,Motor Yacht,8.7,2.7,433,118250.0,Switzerland , Lake Geneva ,new,5
6314,Motor Yacht,7.7,2.8,218,130011.7,Switzerland , Lake Geneva ,new,4
6315,House Boat,12.0,4.2,168,117282.5,Germany , Deutschland,new,4
6316,Pilothouse,7.64,2.74,112,117261.0,Switzerland , Vierwaldst¤ttersee ,new,4
6328,Deck Boat,9.0,2.97,39,117175.0,France ," LEGE, LEGE",new,4
6333,House Boat,12.2,4.34,113,117175.0,Lithuania , onbekend,new,4
6344,Cabin Boat,8.15,2.55,192,114917.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,3
6345,Center console boat,9.12,2.98,106,114863.75,France ," LA GRANDE MOTTE, France",new,4
6349,Pilothouse,7.98,2.0,86,114153.17499999999,Spain ," Palma, Espagne",new,4
6371,Flybridge,10.6,3.0,184,112855.65,Germany , Potsdam - Deetz,new,4
6373,Cabin Boat,7.4,2.5,98,112628.825,Germany , Lake Constance ,new,3
6374,Sport Boat,7.42,2.5,136,124291.405,Switzerland , Vierwaldst¤ttersee ,new,4
6375,Bowrider,7.4,2.5,98,112384.79999999999,Germany , Lake Constance ,new,3
6377,Sport Boat,9.0,2.97,69,112122.5,Spain ," Ma³-Mah³n, Espagne",new,5
6384,Sport Boat,8.7,2.7,146,111496.84999999999,Switzerland , Lake Constance ,new,4
6386,Sport Boat,8.74,2.59,78,110983.0,Germany , Gummersbach,new,5
6387,Motor Yacht,9.12,2.99,106,110434.75,Germany , Niedersachsen ,new,3
6389,Center console boat,9.12,2.98,89,109660.75,France ," LA GRANDE MOTTE, France",new,4
6390,Sport Boat,9.0,2.97,55,109650.0,Spain ," Barcelona, Espagne",new,4
6392,Wakeboard/Wakesurf,6.71,2.5,292,120890.0,Switzerland , Murtensee ,new,3
6396,Sport Boat,8.1,2.59,68,109112.5,Germany , Gummersbach,new,5
6397,Motor Yacht,9.0,2.95,81,108896.42499999999,France , France,new,4
6407,House Boat,9.6,4.4,122,107500.0,Netherlands , onbekend,new,4
6412,Sport Boat,8.05,2.99,47,107498.92499999999,Germany , Kieler Bucht mit Fehmarn ,new,4
6417,Sport Boat,8.74,2.8,181,107489.25,Germany , Erftstadt-Liblar,new,5
6425,Sport Boat,7.6,2.5,104,107392.5,Germany , Bayern ,new,4
6429,House Boat,11.49,4.36,103,107177.5,Lithuania , onbekend,new,4
6434,Pilothouse,8.44,2.87,108,106962.5,Germany , Erftstadt-Liblar,new,4
6441,Motor Yacht,10.6,3.0,328,106951.75,Germany , Potsdam - Deetz,new,4
6466,Sport Boat,8.5,2.89,36,106425.0,France ," Lorient, France",new,5
6484,Sport Boat,6.7,2.25,132,117593.0,Switzerland , Lake of Zurich ,new,4
6486,Sport Boat,9.0,2.94,91,106296.0,Austria , Wiener Neustadt,new,5
6487,Sport Boat,7.3,2.6,196,117475.40699999999,Switzerland , Lake of Zurich ,new,3
6501,Sport Boat,9.0,2.97,56,105350.0,France ," SAINT-MALO, SAINT-MALO",new,6
6519,Sport Boat,8.06,3.0,77,105081.25,Germany , Niedersachsen ,new,4
6525,Launch,7.31,2.69,81,103468.75,Spain ," Ma³-Mah³n, Espagne",new,5
6534,Cabin Boat,8.15,2.55,64,103198.925,Germany , Kiel,new,4
6537,Deck Boat,9.0,2.97,56,103059.175,Spain ," Palma, Espagne",new,6
6538,Pilothouse,8.23,2.99,118,102974.25,Austria , Wiener Neustadt,new,4
6539,Sport Boat,7.15,2.54,103,102770.0,Germany , Baden-W¼rttemberg ,new,3
6570,Pilothouse,6.0,2.77,103,102125.0,Spain ," Hospitalet del Infante, Espagne",new,5
6580,Sport Boat,7.1,2.55,53,100942.5,Austria , Linz Schauraum TopYacht,new,4
6581,Bowrider,7.19,2.55,159,111018.78199999999,Switzerland , Stansstad,new,5
6582,Pilothouse,6.95,2.55,232,100317.925,Switzerland , Vierwaldst¤ttersee ,new,5
6584,Pilothouse,8.03,2.78,54,99994.34999999999,Spain ," Huelva, Espagne",new,5
6589,Pilothouse,7.0,2.95,54,99514.9,Portugal ," Parchal, Portugal",new,4
6590,Pilothouse,8.81,2.96,122,99514.9,Portugal ," Portim£o, Portugal",new,4
6591,Cabin Boat,8.06,3.0,268,109954.95,Switzerland , Neuenburgersee ,new,4
6595,Pilothouse,9.0,2.0,82,99423.525,Portugal ," Portim£o, Portugal",new,4
6596,Sport Boat,7.6,2.6,107,109790.09999999999,Switzerland , Bielersee ,new,7
6597,Wakeboard/Wakesurf,7.37,2.54,241,99337.525,Switzerland , Lake Constance ,new,6
6598,Motor Yacht,10.52,3.2,117,99191.325,Germany , Bnningstedt,new,4
6599,Cabin Boat,7.48,2.55,246,99050.5,Germany , Lake Constance ,new,4
6607,Pilothouse,8.91,2.98,223,98898.925,Germany , Kieler Bucht mit Fehmarn ,new,4
6608,Pilothouse,8.03,2.78,72,98882.8,Spain ," Huelva, Espagne",new,5
6712,Cabin Boat,7.25,2.57,88,94492.5,Germany , 1,new,4
6716,Pilothouse,7.99,2.54,361,94368.875,Switzerland , Vierwaldst¤ttersee ,new,4
6717,Sport Boat,6.8,2.35,110,94277.5,Italy , Moniga del Garda (BS),new,5
6724,Bowrider,6.8,2.5,43,93986.175,Germany , Bayern ,new,4
6725,Pilothouse,6.4,2.4,135,103514.81,Switzerland , Vierwaldst¤ttersee ,new,4
6742,Sport Boat,8.5,1.9,112,92450.0,France ," PORTICCIO, France",new,5
6744,Bowrider,6.8,2.5,128,92409.15,Germany , Lake Constance ,new,3
6749,Cabin Boat,8.7,2.7,210,92073.75,Switzerland , Lake Geneva ,new,4
6750,Cabin Boat,7.3,2.55,116,92052.25,Germany , Konstanz-Dettingen,new,5
6752,Deck Boat,7.37,2.44,52,97437.5,United Kingdom ," Lincoln, Lincoln",new,4
6786,Sport Boat,7.13,2.53,61,91375.0,France ," 06600, France",new,4
6803,Pilothouse,8.03,2.78,95,90300.0,Spain , Zumaya,new,5
6806,Bowrider,7.35,2.3,147,98800.09999999999,Switzerland , Vierwaldst¤ttersee ,new,5
6807,Bowrider,7.6,2.48,77,89751.75,Germany , Schleswig-Holstein ,new,4
6822,Runabout,7.9,2.8,138,98541.83499999999,Switzerland , Avenches,new,5
6824,Sport Boat,6.98,2.45,99,89093.84999999999,Switzerland , Lake Constance ,new,4
6828,Sport Boat,7.0,2.0,50,86944.0,Denmark , Svendborg,new,5
6829,Pilothouse,7.9,2.79,24,92993.75,United Kingdom ," Burton Waters, Burton Waters",new,4
6836,Deck Boat,8.1,2.5,68,87075.0,France ," MARTIGUES, France",new,4
6837,Motor Yacht,9.8,2.98,97,86967.5,Germany , Berlin ,new,4
6839,Sport Boat,6.45,2.46,146,86909.45,Switzerland , Stansstad,new,4
6843,Deck Boat,7.8,2.42,329,95613.0,Switzerland , Murtensee ,new,4
6844,Sport Boat,7.0,2.0,53,85514.0,Denmark , Svendborg,new,4
6868,Bowrider,7.47,2.59,67,85946.25,Spain ," Ma³-Mah³n, Espagne",new,5
6870,Cabin Boat,7.8,2.45,144,85935.5,Slovenia , Sezana,new,4
6878,Pilothouse,7.14,2.72,54,85892.5,France ," PORNICHET, PORNICHET",new,6
6879,Pilothouse,8.03,2.78,19,85892.5,France ," MARTIGUES, MARTIGUES",new,5
6885,Bowrider,5.7,2.4,100,85892.5,Germany , Schwebheim / Schweinfurt,new,4
6904,Cabin Boat,6.96,2.5,147,93876.58,Switzerland , Lake Geneva ,new,4
6946,Pilothouse,8.88,2.99,45,84923.925,Germany , Kieler Bucht mit Fehmarn ,new,4
6953,Pilothouse,6.98,2.79,42,83850.0,Spain ," Sitges, Espagne",new,4
6964,Sport Boat,6.5,2.55,337,92392.93,Switzerland , Vierwaldst¤ttersee ,new,5
6966,Pilothouse,7.92,2.77,30,88455.0,United Kingdom ," Swanwick, Swanwick",new,4
6968,Sport Boat,6.96,2.5,269,83341.525,Switzerland , Stansstad,new,5
6979,Deck Boat,8.1,2.53,34,82425.625,France ," PLUNERET, France",new,4
6980,Center console boat,7.8,2.74,91,87375.0,United Kingdom ," Levington, Maldon",new,5
6982,Sport Boat,6.0,2.0,34,81367.0,Denmark , Svendborg,new,4
6993,Deck Boat,8.1,2.5,59,81485.0,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",new,5
6994,Bowrider,6.4,2.54,303,89939.962,Switzerland , Lake Constance ,new,3
6995,Sport Boat,8.1,2.5,70,81352.775,Austria , Wr. Neustadt,new,5
6996,Sport Boat,6.28,2.46,107,81323.75,Germany , Baden-W¼rttemberg ,new,5
6997,Pilothouse,7.17,2.8,39,81162.5,France ," granville, granville",new,4
6998,Cabin Boat,7.2,2.29,162,81151.75,Germany , Ostsee ,new,5
6999,Pilothouse,8.9,2.99,54,81104.45,Germany , Bnningstedt / Werft,new,4
7000,Pilothouse,7.92,2.77,37,85960.0,United Kingdom ," Swanwick, Royaume Uni",new,4
7002,Center console boat,7.0,2.0,34,80947.5,Spain ," Huelva, Espagne",new,4
7027,Center console boat,8.1,2.5,48,80625.0,France ," Lorient, France",new,4
7029,Center console boat,7.19,2.52,31,80625.0,France ," PORNICHET, France",new,4
7034,Pilothouse,7.43,2.81,61,80625.0,France ," Arzon, Arzon",new,4
7037,Cabin Boat,7.88,2.55,45,80622.84999999999,Germany , Niedersachsen ,new,4
7038,House Boat,12.0,4.0,88,80614.25,Poland , Polen,new,5
7044,Center console boat,8.1,2.5,40,80517.5,France ," LA GRANDE MOTTE, Martigues",new,4
7048,Pilothouse,8.23,2.79,39,80517.5,France ," les sables d'olonne, les sables d'olonne",new,4
7054,Deck Boat,8.1,2.5,48,80302.5,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",new,4
7056,Motor Yacht,8.48,2.75,188,80173.5,Germany , Berlin ,new,4
7057,Deck Boat,7.62,2.51,39,84937.5,United Kingdom ," Swanwick, Swanwick",new,5
7058,Motor Yacht,9.8,2.98,203,80087.5,Germany , Potsdam - Deetz,new,4
7074,Cabin Boat,8.3,2.55,140,79539.25,Germany , Bayern ,new,4
7083,Sport Boat,6.91,2.48,238,87370.5,Switzerland , Luganersee ,new,6
7086,Sport Boat,7.34,2.44,46,83687.5,United Kingdom ," Lincoln, Lincoln",new,4
7091,Pilothouse,9.0,2.95,57,78475.0,France ," LORIENT, LORIENT",new,5
7103,Pilothouse,7.12,2.79,93,77615.0,Spain , La Escala,new,4
7106,Pilothouse,6.82,2.51,280,77453.75,Switzerland , Vierwaldst¤ttersee ,new,6
7107,Sport Boat,6.0,2.0,76,76648.0,Denmark , Svendborg,new,5
7110,Wakeboard/Wakesurf,6.8,2.54,303,77400.0,Switzerland , Neuenburgersee ,new,5
7113,Center console boat,7.13,2.5,26,77400.0,France ," Antibes, Antibes",new,5
7114,Wakeboard/Wakesurf,6.24,2.44,67,77400.0,France ," Saint-Jorioz, France",new,5
7123,Cabin Boat,6.74,2.46,65,77292.5,Spain , Mallorca ,new,4
7124,Pilothouse,6.71,2.54,42,77292.5,France ," BORMES LES MIMOSAS, France",new,4
7125,Bowrider,7.15,2.54,168,77292.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,3
7126,Center console boat,7.37,2.52,71,77219.4,France ," Propriano, France",new,4
7127,Cabin Boat,7.98,2.54,143,84403.2,Switzerland , Lake Constance ,new,4
7132,Sport Boat,6.95,2.48,191,83930.63,Switzerland , Luganersee ,new,5
7133,Cabin Boat,7.88,2.55,299,83787.76,Switzerland , Neuenburgersee ,new,4
7136,Deck Boat,6.91,2.64,36,79993.75,United Kingdom ," Southampton, Maldon",new,7
7137,Sport Boat,6.2,2.6,254,83338.269,Switzerland , Lake of Zurich ,new,3
7163,Pilothouse,7.9,2.9,81,75248.925,Germany , Nordrhein-Westfalen ,new,6
7164,Pilothouse,6.6,2.5,67,75248.925,Germany , Nordrhein-Westfalen ,new,5
7166,Cabin Boat,6.6,2.1,111,75244.625,Germany , Bayern ,new,4
7168,Sport Boat,8.23,2.79,79,75239.25,Germany , Schleswig-Holstein ,new,4
7172,Cabin Boat,8.23,2.79,81,75196.25,Germany , Schleswig-Holstein ,new,4
7174,Pilothouse,6.02,2.52,192,75142.5,Germany , Nordrhein-Westfalen ,new,6
7177,Cabin Boat,7.1,2.57,262,75142.5,Germany , Nordrhein-Westfalen ,new,5
7182,Cabin Boat,7.1,2.57,152,75142.5,Germany , Nordrhein-Westfalen ,new,5
7184,Pilothouse,9.0,2.78,136,75142.5,Hungary ," Balatonf?zf?, Hongrie",new,6
7186,Deck Boat,8.1,2.5,20,75142.5,France ," Lorient, France",new,5
7188,Center console boat,7.19,2.52,58,75142.5,France ," Arzon, France",new,4
7194,Bowrider,6.0,2.0,98,74074.0,Denmark , Svendborg,new,4
7195,Center console boat,7.13,2.53,75,74820.0,Spain ," Barcelona, Espagne",new,4
7196,Sport Boat,6.2,2.6,237,82581.058,Switzerland , Lake of Zurich ,new,3
7206,Cabin Boat,7.4,2.85,81,74712.5,Germany , Niedersachsen ,new,4
7216,Pilothouse,2.41,0.86,67,79181.25,United Kingdom ," Lincoln, Lincoln",new,4
7217,Sport Boat,8.02,2.6,213,74669.5,Germany , Nordrhein-Westfalen ,new,4
7261,Bowrider,6.55,2.54,99,73433.25,Germany , Baden-W¼rttemberg ,new,5
7262,Pilothouse,6.91,2.57,21,77715.0,United Kingdom ," Swanwick, Swanwick",new,4
7281,Center console boat,8.1,2.0,76,73081.72499999999,Spain ," Palma, Espagne",new,4
7282,Sport Boat,6.06,2.36,290,80117.09999999999,Switzerland , Lake of Zurich ,new,4
7283,Cabin Boat,6.71,2.54,161,72992.5,Germany , Bayern ,new,4
7284,Center console boat,7.09,2.5,124,72992.5,France ," PORT LEUCATE, France",new,4
7286,Wakeboard/Wakesurf,6.0,2.0,98,72025.0,France ," Rixheim, France",new,5
7292,Sport Boat,7.1,2.53,162,72014.25,Germany , Bayern ,new,4
7295,Center console boat,7.42,2.54,29,71917.5,France ," BORMES LES MIMOSAS, France",new,4
7296,Pilothouse,7.48,2.5,23,71917.5,France ," PORT LEUCATE, France",new,4
7300,Pilothouse,7.48,2.5,31,71810.0,France ," LA GRANDE MOTTE, France",new,4
7302,Deck Boat,7.23,2.55,381,79128.0,Switzerland , Neuenburgersee ,new,4
7304,Sport Boat,7.15,2.45,176,79128.0,Switzerland , Lago Maggiore ,new,4
7306,Center console boat,8.2,2.53,39,71584.25,France ," 29200 BREST, France",new,4
7309,House Boat,9.26,3.0,164,71487.5,Netherlands , Nieuwbouw,new,5
7310,Center console boat,6.9,2.5,71,71487.5,Netherlands , onbekend,new,5
7314,Deck Boat,8.0,2.43,133,71272.5,Italy , Toscana ,new,4
7315,Cabin Boat,7.88,2.55,109,71218.75,Germany , Niedersachsen ,new,4
7318,Sport Boat,6.0,2.0,144,69927.0,Denmark , Svendborg,new,4
7319,Sport Boat,6.41,2.48,22,70627.5,France ," LA GRANDE MOTTE, France",new,4
7321,Bowrider,6.2,2.24,94,70594.175,France ," cap d'agde, cap d'agde",new,6
7324,Pilothouse,8.23,2.76,46,70412.5,France ," ARCACHON, ARCACHON",new,4
7325,Center console boat,8.17,2.53,86,70412.5,France ," ARZON, France",new,4
7328,Center console boat,7.37,3.52,30,70116.875,France ," Propriano, France",new,4
7329,Bowrider,6.55,2.59,308,77479.5,Switzerland , Luganersee ,new,4
7381,Sport Boat,7.19,2.59,137,69832.0,Germany ," GUMMERSBACH, FA. SIEGEL GMBH, GUMMERSBACH, FA. SIE",new,5
7382,Sport Boat,7.19,2.59,56,69832.0,Germany ," GUMMERSBACH, FA. SIEGEL GMBH, GUMMERSBACH, FA. SIE",new,8
7385,Cabin Boat,6.71,2.54,99,69767.5,Germany , Bayern ,new,4
7392,Pontoon Boat,8.25,2.59,190,77091.553,Switzerland , Vierwaldst¤ttersee ,new,4
7393,Sport Boat,8.48,2.7,259,69744.925,Germany , Potsdam-Deetz,new,4
7398,Sport Boat,7.0,2.0,126,68926.0,Denmark , Svendborg,new,4
7401,Sport Boat,6.48,2.46,114,76846.476,Switzerland , Vierwaldst¤ttersee ,new,4
7402,Sport Boat,6.9,2.6,157,76820.09999999999,Switzerland , Vierwaldst¤ttersee ,new,5
7403,Sport Boat,6.9,2.6,133,76820.09999999999,Switzerland , Vierwaldst¤ttersee ,new,5
7404,Motor Yacht,7.8,2.73,177,76820.09999999999,Switzerland , Lake Geneva ,new,5
7406,Sport Boat,7.12,2.44,126,69443.925,Germany , Kiel,new,4
7407,Deck Boat,7.26,2.48,101,69420.275,Spain , Barcelona,new,4
7408,Pilothouse,7.9,2.9,54,69379.425,Germany , Nordrhein-Westfalen ,new,5
7411,Pilothouse,7.9,2.74,81,72990.0,United Kingdom ," LINCOLN, Royaume Uni",new,7
7424,Pilothouse,6.48,2.5,82,68789.25,Spain ," Hospitalet del Infante, Espagne",new,5
7425,Bowrider,6.55,2.6,35,68746.25,Germany , Berlin ,new,4
7426,Cabin Boat,6.23,2.4,95,68692.5,Germany , Schwebheim / Schweinfurt,new,4
7427,Cabin Boat,6.82,2.45,274,75874.95999999999,Switzerland , Lake Geneva ,new,4
7434,Bowrider,5.94,2.54,118,68461.375,Germany , Baden-W¼rttemberg ,new,4
7436,Cabin Boat,6.5,2.55,122,68294.75,Germany , Konstanz-Dettingen,new,5
7438,Pilothouse,6.48,2.53,49,68262.5,Spain ," Hospitalet del Infante, Espagne",new,5
7439,Sport Boat,7.67,2.44,48,68261.425,Germany , Kiel,new,4
7440,Pilothouse,7.42,2.79,20,72273.75,United Kingdom ," Lincoln, Lincoln",new,4
7451,Cabin Boat,6.82,2.45,137,67617.5,Germany , Bayern ,new,4
7453,Sport Boat,6.86,2.48,36,67617.5,Germany , Bayern ,new,4
7458,Center console boat,6.41,2.48,18,67510.0,France ," LA GRANDE MOTTE, France",new,4
7460,Pilothouse,6.0,2.0,66,66781.0,Denmark , Svendborg,new,4
7461,Fishing Boat,7.45,2.54,286,67364.875,Switzerland , Lake Constance ,new,4
7464,Deck Boat,8.1,2.53,42,67187.5,France ," 56400 PLUNERET, 56400 PLUNERET",new,5
7467,Passenger boat,8.5,2.8,190,74246.242,Switzerland , Bouveret,new,4
7469,Center console boat,7.37,2.52,32,67080.0,France ," LA ROCHELLE, France",new,4
7470,Pilothouse,7.48,2.53,219,66829.525,Switzerland , Stansstad,new,5
7472,Cabin Boat,7.5,2.55,244,66112.5,Germany , Gersthofen 86368,new,4
7473,Pilothouse,6.55,2.54,73,66112.5,Germany , Bayern ,new,4
7475,Sport Boat,5.79,2.41,192,72986.788,Switzerland , Vierwaldst¤ttersee ,new,4
7477,Center console boat,8.6,2.98,39,65753.45,Germany , Bnningstedt / Werft,new,4
7478,Bowrider,6.8,2.54,190,65690.025,Switzerland , Lake Constance ,new,5
7483,Deck Boat,7.88,2.55,93,65573.925,Germany , Kieler Bucht mit Fehmarn ,new,4
7486,Bowrider,6.84,2.4,57,65338.5,Germany , Nordrhein-Westfalen ,new,4
7487,Bowrider,6.1,2.5,69,65309.475,Germany , Lake Constance ,new,3
7488,Deck Boat,8.1,2.5,43,65252.5,France ," LEGE, LEGE",new,5
7489,Pilothouse,7.0,2.0,54,64492.99999999999,Denmark , Svendborg,new,4
7490,Sport Boat,6.82,2.45,198,65123.5,Germany , Lake Constance ,new,4
7498,Cabin Boat,9.0,2.9,188,64206.99999999999,Denmark , Showroom Toldbodgade 94 Randers,new,23
7500,Pilothouse,7.8,2.74,41,68743.75,United Kingdom ," Burnham-on-Crouch, Maldon",new,6
7514,Pilothouse,8.2,2.5,120,64500.0,Germany , auf Anfrage,new,4
7525,Bowrider,5.7,2.4,42,64489.25,France ," Saint-Jorioz, France",new,5
7526,Pilothouse,7.48,2.5,89,64489.25,Germany , Erftstadt-Liblar,new,4
7528,Pilothouse,6.71,2.54,341,64460.225,Switzerland , Lake Constance ,new,5
7529,Cabin Boat,6.6,2.1,150,64446.25,Germany , Bayern ,new,4
7538,Bowrider,5.94,2.29,132,64392.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7540,Cabin Boat,6.84,2.4,66,64392.5,Germany , Schwebheim / Schweinfurt,new,4
7545,Center console boat,7.37,2.54,33,68243.75,United Kingdom ," Burton Waters, Burton Waters",new,4
7546,Cabin Boat,6.99,2.56,51,64338.75,Germany , Niedersachsen ,new,4
7547,Sport Boat,6.55,2.54,79,64177.5,Austria , Linz Schauraum TopYacht,new,4
7548,Bowrider,6.4,2.6,133,70885.5,Switzerland , Lake Constance ,new,6
7549,Sport Boat,6.2,2.4,60,70841.54,Switzerland , Luganersee ,new,4
7578,Deck Boat,6.6,2.5,121,63425.0,France ," 29200 BREST, 29200 BREST",new,5
7591,Pilothouse,7.5,2.53,24,63425.0,France ," Lorient, France",new,4
7598,Pilothouse,7.93,2.8,80,63382.0,France ," LA GARNDE MOTTE, France",new,4
7599,Center console boat,6.13,2.45,29,63360.5,Spain ," Hospitalet del Infante, Espagne",new,4
7600,Pilothouse,7.48,2.5,74,63317.5,France ," MARTIGUES, MARTIGUES",new,5
7602,Pilothouse,6.48,2.5,45,63317.5,France ," 29200 BREST, France",new,5
7604,Bowrider,5.94,2.29,68,63317.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7605,Sport Boat,6.23,2.4,66,63263.75,Germany , M¼ritz ,new,4
7608,Pilothouse,7.43,2.81,115,63134.75,France ," LA GRANDE MOTTE, France",new,4
7609,Center console boat,6.0,2.0,64,63133.674999999996,Spain ," Huelva, Espagne",new,5
7610,Deck Boat,8.0,2.64,109,63102.5,Italy , Toscana ,new,4
7611,Sport Boat,6.0,2.0,101,62347.99999999999,Denmark , Svendborg,new,4
7612,Runabout,6.49,2.49,171,69555.70999999999,Switzerland , Vierwaldst¤ttersee ,new,4
7613,Sport Boat,6.5,2.5,96,69542.522,Switzerland , Vierwaldst¤ttersee ,new,4
7617,Pilothouse,7.48,2.5,44,62887.5,France ," HENDAYE, HENDAYE",new,4
7618,Center console boat,7.64,2.73,103,62887.5,France ," saint malo, saint malo",new,5
7621,Bowrider,6.84,2.44,70,62887.5,Germany , Bayern ,new,4
7622,Center console boat,7.26,2.48,143,62790.75,France ," SAINT-MALO, France",new,4
7623,Center console boat,7.37,2.52,88,62746.674999999996,France ," Propriano, France",new,4
7624,Pilothouse,7.26,2.74,66,66243.75,United Kingdom ," Burnham-on-Crouch, Maldon",new,6
7636,Sport Boat,7.75,2.55,177,62296.25,Germany , Gersthofen,new,4
7637,Center console boat,7.0,2.5,21,62258.625,France ," LES SABLES OLONNE, France",new,4
7639,Deck Boat,8.1,2.5,55,62242.5,France ," CAPBRETON, CAPBRETON",new,5
7646,Sport Boat,7.52,2.28,186,61812.5,Germany , Lake Constance ,new,6
7653,Sport Boat,6.19,2.48,198,68138.0,Switzerland , Lake of Zurich ,new,4
7658,Pilothouse,8.88,2.99,75,61273.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
7660,Bowrider,6.0,2.0,37,60631.99999999999,Denmark , Svendborg,new,4
7662,Center console boat,6.31,2.52,38,61167.5,Germany , Bnningstedt,new,4
7663,Cabin Boat,6.9,2.48,70,61167.5,Germany , Bayern ,new,4
7668,Pilothouse,7.15,2.5,70,60898.75,Germany , Hock Boote,new,9
7670,Bowrider,2.48,6.4,209,67258.8,Switzerland , Vierwaldst¤ttersee ,new,4
7672,Deck Boat,7.13,2.53,45,60737.5,France ," La Rochelle, France",new,5
7673,Bowrider,5.94,2.54,116,60737.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7674,Sport Boat,6.0,2.5,285,67125.821,Switzerland , Lake of Zurich ,new,3
7677,Bowrider,7.84,2.55,52,60490.25,France ," LA GRANDE MOTTE, France",new,4
7678,Cabin Boat,6.99,2.55,256,66643.36,Switzerland , Neuenburgersee ,new,4
7679,Center console boat,9.12,2.98,62,60252.674999999996,Germany , Bnningstedt,new,4
7685,Runabout,6.86,2.25,562,65940.0,Switzerland , Lake Geneva ,new,15
7688,Bowrider,6.55,2.54,69,60092.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7690,Center console boat,6.41,2.48,27,60092.5,France ," PLUNERET, France",new,4
7693,Sport Boat,6.99,2.44,90,65830.1,Switzerland , Lake of Zurich ,new,11
7695,Launch,6.4,2.6,68,60009.725,Germany , Potsdam ,new,4
7698,Sport Boat,5.97,2.54,88,59721.625,Germany , Bayern ,new,4
7706,Motor Yacht,6.3,2.34,126,65830.1,Switzerland , Lake Geneva ,new,4
7707,Wakeboard/Wakesurf,6.0,2.44,110,59555.0,Germany , Nordrhein-Westfalen ,new,4
7708,Sport Boat,6.05,2.22,149,65819.11,Switzerland , Vierwaldst¤ttersee ,new,4
7709,Sport Boat,6.55,2.59,45,63125.0,United Kingdom ," Brightlingsea, Brightlingsea",new,5
7711,Runabout,6.77,2.54,109,59436.75,Germany , auf Anfrage,new,4
7712,Bowrider,6.82,2.45,171,65434.46,Switzerland , Lake Geneva ,new,4
7713,Motor Yacht,6.35,2.43,187,65390.5,Switzerland , Yvonand,new,4
7736,Center console boat,6.86,2.48,82,59125.0,France ," PORNICHET, France",new,4
7737,Center console boat,6.86,2.48,31,59125.0,France ," PORNICHET, France",new,4
7750,Sport Boat,6.55,2.54,67,59071.25,Germany , Bayern ,new,6
7754,Pilothouse,5.59,2.44,24,59017.5,France ," Ajaccio, France",new,5
